2473717|hpv1-v|lo|127.0.0.1|255.0.0.0
2473717|hpv1-v|ens160|192.168.1.145|255.255.255.0
2473717|hpv1-v|ens192|192.168.1.135|255.255.255.0
2473717|hpv1-v|ens224|192.168.1.101|255.255.255.0
2473717|hpv1-v|virbr0|192.168.122.1|255.255.255.0
